question_id,question_text,reasoning_path,gold_answer,difficulty,domain,question_type
2-HOP_DIRECTOR_BIRTH_009,grain (film) filminin yönetmeninin doğum yeri neresidir?,"grain (film) -> director -> Semih Kaplanoğlu -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_010,Herkes kendi evinde filminin yönetmeninin doğum yeri neresidir?,"Herkes kendi evinde -> director -> Semih Kaplanoğlu -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_011,Meleğin Düşüşü filminin yönetmeninin doğum yeri neresidir?,"Meleğin Düşüşü -> director -> Semih Kaplanoğlu -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_012,bal (film filminin yönetmeninin doğum yeri neresidir?,"bal (film -> director -> Semih Kaplanoğlu -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_013,Yengeç Sepeti filminin yönetmeninin doğum yeri neresidir?,Yengeç Sepeti -> director -> Yavuz Özkan (director) -> place of birth -> Yuzgad,Yuzgad,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_014,the mine (1978 film) filminin yönetmeninin doğum yeri neresidir?,the mine (1978 film) -> director -> Yavuz Özkan (director) -> place of birth -> Yuzgad,Yuzgad,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_015,Beauty from Peran filminin yönetmeninin doğum yeri neresidir?,Beauty from Peran -> director -> vedat örfi bengü -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_016,Ember (film) filminin yönetmeninin doğum yeri neresidir?,Ember (film) -> director -> zeki demirkubuz -> place of birth -> isparta,isparta,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_017,frenzy (2015 film) filminin yönetmeninin doğum yeri neresidir?,frenzy (2015 film) -> director -> Emin Alper -> place of birth -> cogni,cogni,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_018,Beyond the Hill filminin yönetmeninin doğum yeri neresidir?,Beyond the Hill -> director -> Emin Alper -> place of birth -> cogni,cogni,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_019,mustang (film) filminin yönetmeninin doğum yeri neresidir?,"mustang (film) -> director -> deniz gamze erguven -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_020,sivas (film) filminin yönetmeninin doğum yeri neresidir?,sivas (film) -> director -> Kaan Müjdeci -> place of birth -> Yuzgad,Yuzgad,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_021,Karilar Kogusu filminin yönetmeninin doğum yeri neresidir?,"Karilar Kogusu -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_022,leyla i̇le mecnun filminin yönetmeninin doğum yeri neresidir?,"leyla i̇le mecnun -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_023,acı zafer filminin yönetmeninin doğum yeri neresidir?,"acı zafer -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_024,ali cengiz oyunu filminin yönetmeninin doğum yeri neresidir?,"ali cengiz oyunu -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_025,Ask Firtinasi filminin yönetmeninin doğum yeri neresidir?,"Ask Firtinasi -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_026,bir turk'e gonul verdim filminin yönetmeninin doğum yeri neresidir?,"bir turk'e gonul verdim -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_027,can yoldaslari filminin yönetmeninin doğum yeri neresidir?,"can yoldaslari -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_028,canım sana feda filminin yönetmeninin doğum yeri neresidir?,"canım sana feda -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_029,cennetin kapisi filminin yönetmeninin doğum yeri neresidir?,"cennetin kapisi -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_030,Col Kartali filminin yönetmeninin doğum yeri neresidir?,"Col Kartali -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_031,erkek ve disi filminin yönetmeninin doğum yeri neresidir?,"erkek ve disi -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_032,gençlik hülyaları filminin yönetmeninin doğum yeri neresidir?,"gençlik hülyaları -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_033,Güneşe Giden Yol filminin yönetmeninin doğum yeri neresidir?,"Güneşe Giden Yol -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_034,Istanbul'un Kizlari filminin yönetmeninin doğum yeri neresidir?,"Istanbul'un Kizlari -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_035,karakolda ayna var filminin yönetmeninin doğum yeri neresidir?,"karakolda ayna var -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_036,kız kolunda damga var filminin yönetmeninin doğum yeri neresidir?,"kız kolunda damga var -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_037,Kizim Ve Ben filminin yönetmeninin doğum yeri neresidir?,"Kizim Ve Ben -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_038,Kızımın Kanı filminin yönetmeninin doğum yeri neresidir?,"Kızımın Kanı -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_039,Kizin Varmi Derdin Var filminin yönetmeninin doğum yeri neresidir?,"Kizin Varmi Derdin Var -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_040,Kopekler Adasi filminin yönetmeninin doğum yeri neresidir?,"Kopekler Adasi -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_041,kurtar beni filminin yönetmeninin doğum yeri neresidir?,"kurtar beni -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_042,The Nameless Knight filminin yönetmeninin doğum yeri neresidir?,"The Nameless Knight -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_043,şehrazat (film) filminin yönetmeninin doğum yeri neresidir?,"şehrazat (film) -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_044,Sevistigimiz Gunler filminin yönetmeninin doğum yeri neresidir?,"Sevistigimiz Gunler -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_045,sevmek ve ölmek zamanı filminin yönetmeninin doğum yeri neresidir?,"sevmek ve ölmek zamanı -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_046,Uc Korkusuz Arkadas filminin yönetmeninin doğum yeri neresidir?,"Uc Korkusuz Arkadas -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_047,yarın ağlayacağım filminin yönetmeninin doğum yeri neresidir?,"yarın ağlayacağım -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_048,Yasak Aşk filminin yönetmeninin doğum yeri neresidir?,"Yasak Aşk -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_049,yasamak ne guzel sey filminin yönetmeninin doğum yeri neresidir?,"yasamak ne guzel sey -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_050,Kırık Hayatlar filminin yönetmeninin doğum yeri neresidir?,"Kırık Hayatlar -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_051,Şehirdeki Yabancı filminin yönetmeninin doğum yeri neresidir?,"Şehirdeki Yabancı -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_052,Evcilik Oyunu filminin yönetmeninin doğum yeri neresidir?,"Evcilik Oyunu -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_053,Vurun Kahpeye filminin yönetmeninin doğum yeri neresidir?,"Vurun Kahpeye -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_054,iki yabanci filminin yönetmeninin doğum yeri neresidir?,"iki yabanci -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_055,Hanim (film) filminin yönetmeninin doğum yeri neresidir?,"Hanim (film) -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_056,Beyaz Olum filminin yönetmeninin doğum yeri neresidir?,"Beyaz Olum -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_057,Fatma Bacı filminin yönetmeninin doğum yeri neresidir?,"Fatma Bacı -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_058,yaşam kavgası filminin yönetmeninin doğum yeri neresidir?,"yaşam kavgası -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_059,son darbe filminin yönetmeninin doğum yeri neresidir?,"son darbe -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_060,Yedi Evlat İki Damat filminin yönetmeninin doğum yeri neresidir?,"Yedi Evlat İki Damat -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_061,O Kadın filminin yönetmeninin doğum yeri neresidir?,"O Kadın -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_062,Sultan Gelin filminin yönetmeninin doğum yeri neresidir?,"Sultan Gelin -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_063,Paramparca filminin yönetmeninin doğum yeri neresidir?,"Paramparca -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_064,Kiskivrak filminin yönetmeninin doğum yeri neresidir?,"Kiskivrak -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_065,ölüm yolu filminin yönetmeninin doğum yeri neresidir?,"ölüm yolu -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_066,alev alev filminin yönetmeninin doğum yeri neresidir?,"alev alev -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_067,İhtiras Fırtınası filminin yönetmeninin doğum yeri neresidir?,"İhtiras Fırtınası -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_068,Teyzem filminin yönetmeninin doğum yeri neresidir?,"Teyzem -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_069,gurbet kuslari filminin yönetmeninin doğum yeri neresidir?,"gurbet kuslari -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_070,şafak bekçileri filminin yönetmeninin doğum yeri neresidir?,"şafak bekçileri -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_071,haremde dört kadın filminin yönetmeninin doğum yeri neresidir?,"haremde dört kadın -> director -> halit refiğ -> place of birth -> ismir, turkey","ismir, turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_072,Paper (film) filminin yönetmeninin doğum yeri neresidir?,"Paper (film) -> director -> Sinan Cetin -> place of birth -> Bahçesaray (District), Van","Bahçesaray (District), Van",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_073,abbas in flower filminin yönetmeninin doğum yeri neresidir?,"abbas in flower -> director -> Sinan Cetin -> place of birth -> Bahçesaray (District), Van","Bahçesaray (District), Van",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_074,Commissar Shakespeare filminin yönetmeninin doğum yeri neresidir?,"Commissar Shakespeare -> director -> Sinan Cetin -> place of birth -> Bahçesaray (District), Van","Bahçesaray (District), Van",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_075,veda (film) filminin yönetmeninin doğum yeri neresidir?,veda (film) -> director -> Zulfu Livaneli -> place of birth -> ilgın,ilgın,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_076,Yer Demir Gok Bakır filminin yönetmeninin doğum yeri neresidir?,Yer Demir Gok Bakır -> director -> Zulfu Livaneli -> place of birth -> ilgın,ilgın,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_077,Mist (film) filminin yönetmeninin doğum yeri neresidir?,Mist (film) -> director -> Zulfu Livaneli -> place of birth -> ilgın,ilgın,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_078,Jîn filminin yönetmeninin doğum yeri neresidir?,Jîn -> director -> reha erdem -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_079,big big world (film) filminin yönetmeninin doğum yeri neresidir?,big big world (film) -> director -> reha erdem -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_080,cosmos (2010 film) filminin yönetmeninin doğum yeri neresidir?,cosmos (2010 film) -> director -> reha erdem -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_081,korkuyorum anne filminin yönetmeninin doğum yeri neresidir?,korkuyorum anne -> director -> reha erdem -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_082,Kaç para kaç filminin yönetmeninin doğum yeri neresidir?,Kaç para kaç -> director -> reha erdem -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_083,karanlıktakiler filminin yönetmeninin doğum yeri neresidir?,karanlıktakiler -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_084,çalıkuşu (tv series) filminin yönetmeninin doğum yeri neresidir?,çalıkuşu (tv series) -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_085,whisper if i forget filminin yönetmeninin doğum yeri neresidir?,whisper if i forget -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_086,tamam miyiz? filminin yönetmeninin doğum yeri neresidir?,tamam miyiz? -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_087,asmali konak filminin yönetmeninin doğum yeri neresidir?,asmali konak -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_088,issiz adam filminin yönetmeninin doğum yeri neresidir?,issiz adam -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_089,dedemin i̇nsanları filminin yönetmeninin doğum yeri neresidir?,dedemin i̇nsanları -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_090,prensesin uykusu filminin yönetmeninin doğum yeri neresidir?,prensesin uykusu -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_091,babam and oğlum filminin yönetmeninin doğum yeri neresidir?,babam and oğlum -> director -> Çagan Irmak -> place of birth -> sığacık,sığacık,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_092,Turkish Star Wars filminin yönetmeninin doğum yeri neresidir?,"Turkish Star Wars -> director -> Çetin İnanç -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_093,Korkusuz filminin yönetmeninin doğum yeri neresidir?,"Korkusuz -> director -> Çetin İnanç -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_094,akrebin yolculuğu filminin yönetmeninin doğum yeri neresidir?,"akrebin yolculuğu -> director -> Ömer Kavur -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_095,secret face filminin yönetmeninin doğum yeri neresidir?,"secret face -> director -> Ömer Kavur -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_096,The Encounter (2002 film) filminin yönetmeninin doğum yeri neresidir?,"The Encounter (2002 film) -> director -> Ömer Kavur -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_097,Night Journey (film) filminin yönetmeninin doğum yeri neresidir?,"Night Journey (film) -> director -> Ömer Kavur -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_098,sev kardeşim filminin yönetmeninin doğum yeri neresidir?,sev kardeşim -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_099,namuslu filminin yönetmeninin doğum yeri neresidir?,namuslu -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_100,süt kardeşler filminin yönetmeninin doğum yeri neresidir?,süt kardeşler -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_101,Gülen Gözler filminin yönetmeninin doğum yeri neresidir?,Gülen Gözler -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_102,hababam sınıfi tatilde filminin yönetmeninin doğum yeri neresidir?,hababam sınıfi tatilde -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_103,banker bilo filminin yönetmeninin doğum yeri neresidir?,banker bilo -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_104,my dear brother filminin yönetmeninin doğum yeri neresidir?,my dear brother -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_105,Köyden İndim Şehire filminin yönetmeninin doğum yeri neresidir?,Köyden İndim Şehire -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_106,Oh Olsun filminin yönetmeninin doğum yeri neresidir?,Oh Olsun -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_107,arabesk (film) filminin yönetmeninin doğum yeri neresidir?,arabesk (film) -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_108,Tatlı Dillim filminin yönetmeninin doğum yeri neresidir?,Tatlı Dillim -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_109,sabanoglu saban filminin yönetmeninin doğum yeri neresidir?,sabanoglu saban -> director -> Ertem Egilmez -> place of birth -> history of trabzon,history of trabzon,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_110,and then what? filminin yönetmeninin doğum yeri neresidir?,"and then what? -> director -> Özcan Deniz -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_111,Tele-rugby filminin yönetmeninin doğum yeri neresidir?,Tele-rugby -> director -> Genco Gulan -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_112,razrusenye filminin yönetmeninin doğum yeri neresidir?,razrusenye -> director -> Genco Gulan -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_113,SeMazen filminin yönetmeninin doğum yeri neresidir?,SeMazen -> director -> Genco Gulan -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_114,Maskeli Beşler Irak filminin yönetmeninin doğum yeri neresidir?,Maskeli Beşler Irak -> director -> Murat Aslan -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_115,masked gang: cyprus filminin yönetmeninin doğum yeri neresidir?,masked gang: cyprus -> director -> Murat Aslan -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_116,mustafa (film) filminin yönetmeninin doğum yeri neresidir?,"mustafa (film) -> director -> can dundar -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_117,Amerikalılar Karadeniz'de 2 filminin yönetmeninin doğum yeri neresidir?,"Amerikalılar Karadeniz'de 2 -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_118,Sark Bülbülü filminin yönetmeninin doğum yeri neresidir?,"Sark Bülbülü -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_119,ortadirek şaban filminin yönetmeninin doğum yeri neresidir?,"ortadirek şaban -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_120,Şalvar Davası filminin yönetmeninin doğum yeri neresidir?,"Şalvar Davası -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_121,Şabaniye filminin yönetmeninin doğum yeri neresidir?,"Şabaniye -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_122,zubuk filminin yönetmeninin doğum yeri neresidir?,"zubuk -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_123,Japon İşi filminin yönetmeninin doğum yeri neresidir?,"Japon İşi -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_124,Turks in Space filminin yönetmeninin doğum yeri neresidir?,"Turks in Space -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_125,Davaro filminin yönetmeninin doğum yeri neresidir?,"Davaro -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_126,tosun paşa filminin yönetmeninin doğum yeri neresidir?,"tosun paşa -> director -> kartal tibet -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_127,Yol filminin yönetmeninin doğum yeri neresidir?,Yol -> director -> serif goeren -> place of birth -> Idrochori,Idrochori,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_128,crab game filminin yönetmeninin doğum yeri neresidir?,crab game -> director -> Ali Ozgenturk -> place of birth -> adanija,adanija,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_129,balalayka (film) filminin yönetmeninin doğum yeri neresidir?,balalayka (film) -> director -> Ali Ozgenturk -> place of birth -> adanija,adanija,2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_130,the lamb (2014 film) filminin yönetmeninin doğum yeri neresidir?,the lamb (2014 film) -> director -> kutluğ ataman -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_131,never my soul! filminin yönetmeninin doğum yeri neresidir?,never my soul! -> director -> kutluğ ataman -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_132,Iki Genc Kiz filminin yönetmeninin doğum yeri neresidir?,Iki Genc Kiz -> director -> kutluğ ataman -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_133,the long way home (2013 film) filminin yönetmeninin doğum yeri neresidir?,"the long way home (2013 film) -> director -> Alphan Eşeli -> place of birth -> Angora, Turkey","Angora, Turkey",2-hop,cinema,director_birth
2-HOP_DIRECTOR_BIRTH_134,the long way home (2013 film) filminin yönetmeninin doğum yeri neresidir?,the long way home (2013 film) -> director -> Alphan Eşeli -> place of birth -> istanbul (turkey),istanbul (turkey),2-hop,cinema,director_birth
